,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1,Gempylidae1
11882,86.7 100 2304 SH,2304,SH,86.7,100,-123.0683333,31.65666667,2023,spring,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11883,86.7 110 2304 SH,2304,SH,86.7,110,-123.745,31.325,2023,spring,0,0,0,11.7,0,0,0,3.9,0,11.7,66.3,0,0,0,0,0,0,0,0,0,0,0,0,3.9,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9,0,0,0,0,0,3.9,0,0,0,7.8,7.8,0,0,3.9,0,0,70.2,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11894,86.8 32.5 2304 SH,2304,SH,86.8,32.5,-118.4566667,33.885,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,26.34,0,0,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0
11895,88.5 30.1 2304 SH,2304,SH,88.5,30.1,-118.0966667,33.625,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.5,0,0,0,0,0,0,0,0,13,3.25,0,0,0,6.5,0,0,0,0,0,0,0,0,13,29.25,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,13,0,0,0,0,0,3.25,0,0
11899,90 27.7 2304 SH,2304,SH,90,27.7,-117.7516667,33.49,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.71,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,1.71,0,0,0,3.42,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0
11900,90 28 2304 SH,2304,SH,90,28,-117.77,33.48333333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.64,0,0,0,0,0,0,0,0,39.28,9.82,0,29.46,0,19.64,0,0,0,0,0,0,0,0,19.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.92,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,39.28,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0
11901,90 30 2304 SH,2304,SH,90,30,-117.905,33.41833333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217.52,0,0,0,0,0,0,0,0,416.24,19.36,0,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,9.68,0,0,0,0,0,9.68,38.72,0,0,0,9.68,0,0,0,0,0,0,0,0,29.04,0,0
11902,90 35 2304 SH,2304,SH,90,35,-118.25,33.25166667,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621.634615,0,0,0,0,0,0,0,0,383.6538462,9.134615385,0,0,0,18.26923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.40384615,0,0,0,0,0,0,0,0,0,0,0,0,9.134615385,0,0
11903,90 37 2304 SH,2304,SH,90,37,-118.3866667,33.18333333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791.304348,0,0,0,0,0,0,0,0,540.2608696,9.47826087,0,0,0,0,0,0,0,0,0,0,0,0,9.47826087,0,0,0,0,0,18.95652174,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11904,90 45 2304 SH,2304,SH,90,45,-118.935,32.91833333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874.196078,0,0,0,0,0,0,0,0,315.9215686,0,0,0,0,24.94117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31372549,0,0,0,0,0,0,0,0,0,0,0,0,8.31372549,0,0
11905,90 53 2304 SH,2304,SH,90,53,-119.48,32.65166667,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059.64,0,0,0,0,0,0,0,0,287.36,8.98,0,4.49,0,31.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,4.49,0,0,0,0,22.45,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,94.29,0,0,4.49,4.49,0,0,0,0,0,0,0,0,8.98,0,0
11906,90 60 2304 SH,2304,SH,90,60,-119.9566667,32.41333333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.5306122,0,0,0,0,0,0,0,0,283.1020408,8.326530612,0,0,0,16.65306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.326530612,0,0,0,0,0,0,0,0,0,0,0,16.65306122,0,0,0,0,0,0,0,0,0,0,0,8.326530612,0,8.326530612,0,0,0,8.326530612,0,0,0,0,8.326530612,0,8.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11907,90 70 2304 SH,2304,SH,90,70,-120.6316667,32.08166667,2023,spring,0,0,0,0,0,13.07692308,0,0,0,0,13.07692308,0,0,0,156.9230769,0,0,0,0,0,0,0,0,39.23076923,13.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07692308,0,0,0,0,0,0,0,0,26.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11908,90 80 2304 SH,2304,SH,90,80,-121.3166667,31.75,2023,spring,0,0,0,33.39130435,0,0,0,0,0,0,16.69565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11909,90 90 2304 SH,2304,SH,90,90,-121.9916667,31.415,2023,spring,0,0,0,0,0,0,0,0,0,0,8.08,0,0,0,0,0,0,0,0,0,0,0,0,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08,0,0,0,0,0,0,32.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11896,90 100 2304 SH,2304,SH,90,100,-122.66,31.085,2023,spring,0,0,0,16.76,0,0,16.76,0,0,0,25.14,0,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,0,0,0,0,8.38,0,0,0,0,16.76,8.38,8.38,0,0,0,0,25.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,0,0,0,0,0,0
11897,90 110 2304 SH,2304,SH,90,110,-123.3333333,30.745,2023,spring,0,5.05,0,35.35,0,0,40.4,0,0,0,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,5.05,0,0,0,0,25.25,50.5,0,0,0,25.25,15.15,20.2,0,10.1,0,25.25,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11898,90 120 2304 SH,2304,SH,90,120,-123.9966667,30.41666667,2023,spring,0,0,0,29.47,0,0,54.73,0,0,0,105.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,16.84,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,8.42,4.21,12.63,0,0,92.62,16.84,29.47,0,12.63,0,4.21,37.89,12.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0,0,0,0,0,4.21
11910,91.7 26.4 2304 SH,2304,SH,91.7,26.4,-117.4866667,33.23333333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,3.39,0,0,0,20.34,0,0,0,23.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0
11914,93.3 26.7 2304 SH,2304,SH,93.3,26.7,-117.295,32.95833333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,0,0,0,0,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,34.02,0,0,0,0,0,7.56,0,0
11915,93.3 28 2304 SH,2304,SH,93.3,28,-117.3883333,32.91666667,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494.36,0,0,0,0,0,0,0,0,114.18,10.38,0,10.38,0,10.38,0,0,0,0,0,0,0,0,20.76,0,0,0,0,0,0,0,0,0,0,0,0,10.38,0,20.76,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.12,0,0,0,0,0,0,0,0,0,0,0,0,20.76,0,0
11916,93.3 30 2304 SH,2304,SH,93.3,30,-117.525,32.84333333,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5373.333333,0,0,0,0,0,0,0,0,450.6666667,0,0,26,0,34.66666667,0,0,0,0,0,0,0,0,0,17.33333333,0,0,0,0,0,0,0,26,0,0,0,0,0,8.666666667,0,8.666666667,0,0,17.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.666666667,0,0,8.666666667,0,0,0,86.66666667,0,0,0,0,0,0,26,0,0,0,0,0,26,0,0
11917,93.3 35 2304 SH,2304,SH,93.3,35,-117.87,32.68,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135.74,0,0,0,0,0,0,0,0,114.5,9.16,0,4.58,0,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,4.58,0,0,4.58,0,0,0,13.74,0,0,0,0,0,0,0,0,0,0,0,0,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11918,93.3 40 2304 SH,2304,SH,93.3,40,-118.2133333,32.515,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.6923077,0,0,0,0,0,0,0,0,150.1538462,37.53846154,0,0,0,18.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11919,93.3 45 2304 SH,2304,SH,93.3,45,-118.555,32.345,2023,spring,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,1790.625,0,0,0,0,0,9.375,0,0,290.625,46.875,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,9.375,0,0,0,0,0,0,0,0,0,0,9.375,0,0,46.875,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0
11920,93.3 50 2304 SH,2304,SH,93.3,50,-118.8833333,32.17833333,2023,spring,0,0,0,0,0,0,0,19.95833333,0,0,39.91666667,0,0,0,13871.04167,0,0,0,0,0,0,0,0,239.5,99.79166667,0,0,0,99.79166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91666667,0,0,319.3333333,0,0,0,0,0,0,19.95833333,79.83333333,0,0,0,0,0,0,0,0,0,0,0,19.95833333,0,0,0,39.91666667,0,0,0,0,0,0,0,0,0,0,0,0,359.25,0,19.95833333,0,0,0,0,0,0,0,0,0,0,0,0,0
11921,93.3 55 2304 SH,2304,SH,93.3,55,-119.2316667,32.00833333,2023,spring,0,0,0,18.7037037,18.7037037,0,0,0,0,0,18.7037037,0,0,0,2394.074074,0,0,0,0,0,0,0,0,112.2222222,0,0,0,0,18.7037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7037037,0,0,0,0,0,0,0,0,0,0,0,0,18.7037037,0,0,0,0,0,0,18.7037037,0,0,18.7037037,18.7037037,0,0,18.7037037,0,0,0,0,0,0,0,0,0,74.81481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11922,93.3 60 2304 SH,2304,SH,93.3,60,-119.5716667,31.84666667,2023,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.56,0,0,0,0,0,0,0,0,63.52,31.76,0,0,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,15.88,0,0,0,0,0,0,0,0,0,0,111.16,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0
11923,93.3 70 2304 SH,2304,SH,93.3,70,-120.245,31.51166667,2023,spring,0,0,0,51.12,0,0,0,0,0,0,0,0,0,0,102.24,0,0,0,0,0,0,0,0,34.08,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11924,93.3 80 2304 SH,2304,SH,93.3,80,-120.9166667,31.18,2023,spring,0,0,0,9.098039216,0,0,9.098039216,0,0,0,18.19607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.49019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.19607843,0,0,27.29411765,0,9.098039216,0,0,0,0,0,0,0,0,0,9.098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11925,93.3 90 2304 SH,2304,SH,93.3,90,-121.585,30.84666667,2023,spring,0,0,0,4.3,0,0,21.5,0,0,0,43,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,4.3,43,21.5,0,0,81.7,21.5,184.9,0,0,0,0,8.6,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0
11911,93.3 100 2304 SH,2304,SH,93.3,100,-122.2583333,30.51166667,2023,spring,0,0,0,11.82,0,0,39.4,0,0,0,3.94,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,27.58,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.86,11.82,0,0,51.22,7.88,47.28,0,3.94,0,0,11.82,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11912,93.3 110 2304 SH,2304,SH,93.3,110,-122.925,30.17833333,2023,spring,0,8.18,0,40.9,0,0,16.36,0,0,0,4.09,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72,8.18,0,0,20.45,4.09,49.08,4.09,0,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11913,93.3 120 2304 SH,2304,SH,93.3,120,-123.585,29.84666667,2023,spring,0,0,0,51.48,0,0,14.04,0,0,0,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,0,0,0,0,0,28.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.92,14.04,0,0,79.56,14.04,84.24,4.68,0,4.68,0,18.72,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76.7 49 2204 SH,2204,SH,76.7,49,-120.7766667,35.08833333,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.8,0,0,13.2,0,4.4,0,0,0,0,0,0,0,4.4,0,0
2,76.7 51 2204 SH,2204,SH,76.7,51,-120.915,35.02166667,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.2857143,0,0,0,0,0,0,0,0,69.85714286,9.979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.979591837,0,0,0,0,0,0,0,0,0,0,299.3877551,0,0,0,0,0,9.979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,76.7 55 2204 SH,2204,SH,76.7,55,-121.1983333,34.88666667,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3952.8,0,0,0,0,0,0,0,0,97.6,9.76,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52,0,0,0,9.76,0,0,0,204.96,0,0,0,0,0,19.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76.7 60 2204 SH,2204,SH,76.7,60,-121.5466667,34.72166667,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18,0,0,0,0,0,0,0,0,116.88,9.74,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.92,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,76.7 70 2204 SH,2204,SH,76.7,70,-122.245,34.38666667,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.833333,0,0,0,0,0,0,0,0,38.33333333,28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.25,0,0,0,0,0,0,0,0,9.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,76.7 80 2204 SH,2204,SH,76.7,80,-122.94,34.05333333,2022,spring,0,0,0,0,0,0,0,0,0,0,31.10204082,0,0,0,259.1836735,0,0,0,0,0,0,0,0,10.36734694,20.73469388,0,0,0,10.36734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36734694,0,0,10.36734694,0,0,0,0,0,0,0,0,0,0,31.10204082,0,20.73469388,0,0,0,20.73469388,31.10204082,41.46938776,20.73469388,0,0,0,0,0,0,0,0,10.36734694,41.46938776,0,0,0,0,10.36734694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76.7 90 2204 SH,2204,SH,76.7,90,-123.6316667,33.72,2022,spring,0,0,0,8.823529412,0,0,8.823529412,0,0,0,8.823529412,0,0,0,282.3529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823529412,0,8.823529412,0,0,0,0,0,0,0,0,0,0,0,44.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823529412,0,0,0,0,0,8.823529412,8.823529412,150,26.47058824,0,0,17.64705882,0,0,0,0,0,0,35.29411765,0,0,0,0,8.823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,76.7 100 2204 SH,2204,SH,76.7,100,-124.32,33.38833333,2022,spring,0,0,0,0,0,0,0,0,0,0,39.52941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76470588,9.882352941,9.882352941,0,0,19.76470588,19.76470588,0,0,0,0,0,19.76470588,0,0,0,0,19.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,80 51 2204 SH,2204,SH,80,51,-120.5233333,34.45,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.224489796,0,0,0,0,0,0,0,0,8.224489796,0,0,8.224489796,0,0,0,0,0,0,0,0,0,0,0,197.3877551,0,0,0,8.224489796,8.224489796,0,0,0,0,0,0,0,0,8.224489796,0,0,0,0,8.224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44897959,0,0,0,0,0,0,32.89795918,0,0,0,0,0,0,0,0
10,80 55 2204 SH,2204,SH,80,55,-120.8033333,34.32333333,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.22,0,0,0,0,0,0,0,0,148.16,0,0,0,0,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0
11,80 60 2204 SH,2204,SH,80,60,-121.1516667,34.15,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.428571,0,0,0,0,0,0,0,0,120.7346939,50.30612245,0,0,0,10.06122449,0,0,0,0,0,0,0,0,0,10.06122449,0,10.06122449,0,10.06122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.24489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06122449,0,0,0,0,0,0,10.06122449,0,0,0,0,0,0,0,0,0,0,0,0,10.06122449,0,0
12,80 70 2204 SH,2204,SH,80,70,-121.8433333,33.815,2022,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567.68,0,0,0,0,0,0,0,0,478.72,87.04,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.76,0,0,0,0,0,0,0,0,0,0,130.56,0,0,0,0,0,0,0,217.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,80 80 2204 SH,2204,SH,80,80,-122.5333333,33.48166667,2022,spring,0,0,0,0,0,0,0,10.50980392,0,0,10.50980392,0,0,0,0,0,0,0,0,0,0,0,0,10.50980392,0,0,0,0,0,0,0,10.50980392,0,0,0,0,0,0,0,0,0,0,0,10.50980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01960784,0,0,0,0,0,21.01960784,0,0,0,0,10.50980392,0,0,0,0,0,42.03921569,0,0,0,0,10.50980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,80 90 2204 SH,2204,SH,80,90,-123.2216667,33.15,2022,spring,0,0,0,19.2,0,0,19.2,0,0,0,19.2,0,0,0,691.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,0,38.4,0,0,0,0,19.2,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
